Start(s),0.0003712
Increment(s),9.999999e-08
CH1(V),CH2(V)
1.46,1.48
1.42,1.44
1.46,1.48
1.42,1.44
1.46,1.44
1.42,1.5
1.42,1.5
1.46,1.42
1.42,1.42
1.48,1.5
1.46,1.44
1.42,1.5
1.46,1.44
1.42,1.5
1.46,1.44
1.42,1.5
1.46,1.48
1.42,1.44
1.42,1.44
1.46,1.5
1.46,1.44
1.42,1.5
1.42,1.44
1.46,1.5
1.46,1.44
1.42,1.5
1.46,1.48
1.42,1.44
1.46,1.44
1.42,1.5
1.42,1.44
1.48,1.5
1.46,1.5
1.42,1.42
1.42,1.42
1.46,1.5
1.42,1.44
1.48,1.5
1.46,1.5
-0.08,-2.08
1.14,-2.1
1.42,-1.96
1.42,-2.08
1.34,-2.04
1.36,-2.08
1.32,-2.02
1.34,-2.06
1.28,-2
1.3,-2.06
1.24,-2
1.28,-2.04
1.2,-2
1.24,-1.98
1.16,-2.04
1.2,-2.02
1.14,-1.98
1.16,-2.02
1.12,-1.94
1.14,-2.02
1.08,-1.94
1.1,-2
1.04,-1.94
1.08,-1.98
1.02,-1.94
1.04,-1.98
0.98,-1.94
1.02,-1.98
0.96,-1.92
0.98,-1.96
0.92,-1.92
0.96,-1.96
0.9,-1.9
0.92,-1.96
0.86,-1.9
0.9,-1.94
0.84,-1.9
0.86,-1.94
0.8,-1.88
0.84,-1.94
0.78,-1.88
0.82,-1.92
0.74,-1.86
0.78,-1.92
0.72,-1.86
0.76,-1.86
0.7,-1.92
0.74,-1.9
0.66,-1.86
0.7,-1.86
0.62,-1.9
0.66,-1.84
0.62,-1.9
0.64,-1.88
0.6,-1.84
0.62,-1.88
0.56,-1.82
0.6,-1.88
0.54,-1.82
0.56,-1.82
0.52,-1.88
0.54,-1.86
0.5,-1.82
0.52,-1.82
0.46,-1.86
0.5,-1.86
0.44,-1.8
0.48,-1.84
0.42,-1.8
0.46,-1.84
0.4,-1.8
0.42,-1.84
0.36,-1.78
0.42,-1.78
0.36,-1.84
0.38,-1.82
0.32,-1.78
0.36,-1.78
0.32,-1.84
0.34,-1.82
0.28,-1.76
0.28,-1.82
0.32,-1.76
0.3,-1.76
0.24,-1.82
0.28,-1.8
0.22,-1.76
0.26,-1.8
0.2,-1.74
0.24,-1.8
0.18,-1.74
0.22,-1.78
0.16,-1.74
0.2,-1.78
0.14,-1.74
0.18,-1.78
0.12,-1.72
0.16,-1.78
0.1,-1.72
0.14,-1.78
0.08,-1.72
0.12,-1.72
0.06,-1.78
0.1,-1.76
0.06,-1.72
0.08,-1.76
0.02,-1.7
0.02,-1.7
0.06,-1.76
0.04,-1.7
-0.02,-1.76
0.02,-1.7
-0.02,-1.76
-0.04,-1.74
0,-1.68
-0.02,-1.74
-0.06,-1.68
-0.02,-1.68
-0.08,-1.74
-0.04,-1.72
-0.1,-1.68
-0.1,-1.68
-0.06,-1.72
-0.08,-1.68
-0.12,-1.72
-0.1,-1.72
-0.14,-1.66
-0.12,-1.72
-0.16,-1.66
-0.12,-1.66
-0.18,-1.72
-0.14,-1.7
-0.18,-1.66
-0.16,-1.66
-0.2,-1.7
-0.18,-1.7
-0.22,-1.64
-0.2,-1.7
-0.26,-1.64
-0.2,-1.7
-0.26,-1.64
-0.22,-1.7
-0.26,-1.64
-0.22,-1.68
-0.28,-1.64
-0.24,-1.68
-0.3,-1.64
-0.3,-1.64
-0.26,-1.68
-0.28,-1.68
-0.34,-1.62
-0.3,-1.68
-0.34,-1.62
-0.3,-1.62
-0.36,-1.68
-0.32,-1.62
-0.36,-1.66
-0.34,-1.62
-0.38,-1.68
-0.34,-1.66
-0.4,-1.62
-0.36,-1.66
-0.4,-1.6
-0.38,-1.62
-0.42,-1.66
-0.38,-1.66
-0.42,-1.6
-0.4,-1.64
-0.44,-1.6
-0.4,-1.6
-0.46,-1.64
-0.42,-1.64
-0.46,-1.6
-0.46,-1.64
-0.42,-1.6
-0.44,-1.6
-0.48,-1.64
-0.46,-1.6
-0.5,-1.64
-0.46,-1.6
-0.52,-1.64
-0.48,-1.6
-0.52,-1.62
-0.48,-1.62
-0.54,-1.58
-0.5,-1.62
-0.54,-1.58
-0.52,-1.62
-0.56,-1.58
-0.52,-1.62
-0.56,-1.58
-0.52,-1.62
-0.58,-1.58
-0.54,-1.58
-0.6,-1.62
-0.56,-1.62
-0.6,-1.56
-0.56,-1.56
-0.6,-1.62
-0.58,-1.56
-0.62,-1.62
-0.62,-1.6
-0.58,-1.56
-0.6,-1.6
